Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,KEGG_2021_Human__Olfactory transduction,0.4094352664104636,0.9987664622493247,0.5,1.0,1.0,34/185,16.50%,OR4C16;OR13C2;OR5AP2;OR1L1;OR13C5;OR14A16;OR10A4;OR2T2;OR10Q1;OR5M8;OR4A16;OR1S2;OR56B4;OR10T2;OR4D5;OR1N2;OR4A47;OR6S1;OR56A1;OR5B12;OR52E6;OR8B12;OR2B3;OR2T6;OR1L6;OR1M1;OR9A2;OR2T35;OR8A1;OR4M1;OR2K2;OR5M10;OR1L3;OR10P1
prerank,KEGG_2021_Human__Prion disease,0.4609962592431811,0.9908536720480277,0.5195968645016797,1.0,1.0,4/20,13.00%,ITPR2;NDUFS7;ATP5F1A;ADRM1
prerank,KEGG_2021_Human__Oocyte meiosis,0.47716621957372707,0.9873839134778474,0.5420454545454545,1.0,1.0,7/17,23.56%,ITPR2;SKP1;PPP2CA;PPP2R1A;CPEB4;SMC3;CDC26
prerank,Reactome_2022__Cellular Response To Chemical Stress R-HSA-9711123,0.4794679429338729,0.9834445207157941,0.5233644859813084,1.0,1.0,3/15,11.63%,PSMB8;SKP1;AKT3
prerank,Reactome_2022__Signaling By NOTCH R-HSA-157118,0.4403786139977302,0.9766391145680979,0.5416666666666666,1.0,1.0,10/29,27.48%,PSMB8;RFNG;SKP1;H2AC4;H2BC17;HES5;TNRC6B;H3C7;H2AC20;AKT1
prerank,KEGG_2021_Human__Salmonella infection,0.4465214105345061,0.9752093908161221,0.543046357615894,1.0,1.0,8/21,19.70%,RAB5B;RIPK3;SKP1;FHOD1;AKT3;IKBKG;RAB5C;PLEKHM2
prerank,Reactome_2022__Separation Of Sister Chromatids R-HSA-2467813,0.4816710899137214,0.9701877351432111,0.5628604382929643,1.0,1.0,11/15,36.20%,PSMB8;PPP2CA;PPP2R1A;SMC3;CDC26;CDC27;DYNC1H1;ANAPC2;ANAPC11;UBC;ANAPC15
prerank,Reactome_2022__Cell Cycle Checkpoints R-HSA-69620,0.4524974519547937,0.9674273554882072,0.5579868708971554,1.0,1.0,7/24,23.56%,PSMB8;ORC4;PPP2CA;PPP2R1A;CLSPN;H2BC17;CDC26
prerank,Reactome_2022__Chromosome Maintenance R-HSA-73886,0.4690354768822948,0.9617902469727443,0.5720720720720721,1.0,1.0,6/16,27.60%,RSF1;H2AC4;H2BC17;POLR2E;H2AC20;CHTF8
prerank,"Reactome_2022__Cell Cycle, Mitotic R-HSA-69278",0.41870848728182486,0.9592278838308478,0.6026970954356846,1.0,1.0,14/44,27.48%,CDK11B;PSMB8;ORC4;SKP1;AKT3;PPP2CA;PPP2R1A;H2AC4;SMC3;H2BC17;CDC26;H3C7;H2AC20;AKT1
prerank,KEGG_2021_Human__Dopaminergic synapse,0.4618825485567513,0.9503668060120557,0.5914994096812278,1.0,1.0,4/15,14.36%,ITPR2;AKT3;PPP2CA;PPP2R1A
prerank,Reactome_2022__Transcriptional Regulation By RUNX1 R-HSA-8878171,0.434144629728706,0.9370402121605014,0.6094929881337648,1.0,1.0,7/22,27.42%,PSMB8;AXIN1;H2AC4;H2BC17;TNRC6B;H3C7;H2AC20
prerank,Reactome_2022__Epigenetic Regulation Of Gene Expression R-HSA-212165,0.457353372563564,0.9358259380069508,0.6079545454545454,1.0,1.0,8/17,28.13%,EZH2;TET2;H2AC4;H2BC17;POLR2E;H3C7;H2AC20;ERCC6
prerank,Reactome_2022__Organelle Biogenesis And Maintenance R-HSA-1852241,0.4490037912380947,0.9310532058488094,0.5888501742160279,1.0,1.0,4/15,18.99%,ATP5F1A;TRIP11;PPP2R1A;CRTC1
prerank,Reactome_2022__DNA Replication Pre-Initiation R-HSA-69002,0.43776812616132793,0.9210451439351949,0.6397379912663755,1.0,1.0,12/21,36.20%,PSMB8;ORC4;H2AC4;H2BC17;CDC26;H3C7;H2AC20;CDC27;ANAPC2;ANAPC11;UBC;ANAPC15
prerank,Reactome_2022__Assembly Of Pre-Replicative Complex R-HSA-68867,0.43776812616132793,0.9210451439351949,0.6397379912663755,1.0,1.0,12/21,36.20%,PSMB8;ORC4;H2AC4;H2BC17;CDC26;H3C7;H2AC20;CDC27;ANAPC2;ANAPC11;UBC;ANAPC15
prerank,Reactome_2022__DNA Repair R-HSA-73894,0.4176871209572544,0.919333041867782,0.6419354838709678,1.0,1.0,11/28,29.91%,XAB2;INO80D;CLSPN;H2AC4;FAAP20;H2BC17;POLR2E;H2AC20;ERCC6;COPS6;EYA3
prerank,Reactome_2022__Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,0.4468701571314121,0.918710396031308,0.625,1.0,1.0,2/16,4.51%,PSMB8;RBM8A
